,CONTRACTOR,STATUS,SUM
8167,"Acme, Inc",CANCELED,865
8168,"Acme, Inc",WAITING,805
8169,"Acme, Inc",WAITING,482
8170,"Umbrella, Inc",WAITING,392
8171,"Umbrella, Inc",OK,347
8172,"Umbrella, Inc",CANCELED,835
8173,"Umbrella, Inc",WAITING,420
8174,"Umbrella, Inc",OK,251
8175,"Umbrella, Inc",WAITING,759
8176,"Umbrella, Inc",CANCELED,307
8177,"Umbrella, Inc",OK,916
8178,"Umbrella, Inc",CANCELED,860
8179,"Acme, Inc",CANCELED,1000
8180,"Acme, Inc",OK,636
8181,"Acme, Inc",OK,304
8182,"Acme, Inc",OK,262
8183,"Acme, Inc",OK,654
8184,"Acme, Inc",CANCELED,385
8185,"Acme, Inc",WAITING,692
8186,"Umbrella, Inc",OK,999
8187,"Umbrella, Inc",OK,223
8188,"Umbrella, Inc",CANCELED,942
8189,"Acme, Inc",WAITING,596
8190,"Umbrella, Inc",CANCELED,863
8191,"Acme, Inc",WAITING,947
8192,"Acme, Inc",CANCELED,312
8193,"Acme, Inc",WAITING,729
8194,"Umbrella, Inc",WAITING,792
8195,"Acme, Inc",OK,784
8196,"Acme, Inc",OK,294
8197,"Acme, Inc",WAITING,529
8198,"Acme, Inc",CANCELED,129
8199,"Acme, Inc",WAITING,693
8200,"Umbrella, Inc",CANCELED,658
8201,"Umbrella, Inc",CANCELED,298
8202,"Acme, Inc",WAITING,255
8203,"Acme, Inc",OK,360
8204,"Acme, Inc",WAITING,350
8205,"Umbrella, Inc",OK,402
8206,"Umbrella, Inc",WAITING,182
8207,"Umbrella, Inc",WAITING,438
8208,"Acme, Inc",CANCELED,249
8209,"Acme, Inc",OK,322
8210,"Acme, Inc",CANCELED,520
8211,"Umbrella, Inc",OK,540
8212,"Umbrella, Inc",WAITING,286
8213,"Umbrella, Inc",OK,790
8214,"Acme, Inc",WAITING,510
8215,"Umbrella, Inc",CANCELED,708
8216,"Acme, Inc",OK,795
8217,"Acme, Inc",OK,820
8218,"Acme, Inc",CANCELED,815
8219,"Umbrella, Inc",WAITING,698
8220,"Acme, Inc",CANCELED,293
8221,"Umbrella, Inc",CANCELED,206
8222,"Acme, Inc",WAITING,548
8223,"Acme, Inc",WAITING,725
8224,"Acme, Inc",OK,137
8225,"Acme, Inc",WAITING,924
8226,"Umbrella, Inc",OK,956
8227,"Umbrella, Inc",OK,179
8228,"Umbrella, Inc",WAITING,363
8229,"Umbrella, Inc",WAITING,243
8230,"Umbrella, Inc",WAITING,160
8231,"Umbrella, Inc",OK,783
8232,"Umbrella, Inc",WAITING,859
8233,"Acme, Inc",CANCELED,876
8234,"Acme, Inc",WAITING,325
8235,"Umbrella, Inc",CANCELED,567
8236,"Umbrella, Inc",WAITING,774
8237,"Umbrella, Inc",WAITING,501
8238,"Umbrella, Inc",OK,134
8239,"Umbrella, Inc",OK,261
8240,"Acme, Inc",OK,707
8241,"Umbrella, Inc",CANCELED,125
8242,"Acme, Inc",CANCELED,353
8243,"Umbrella, Inc",WAITING,120
8244,"Umbrella, Inc",CANCELED,261
8245,"Acme, Inc",CANCELED,884
8246,"Umbrella, Inc",WAITING,467
8247,"Umbrella, Inc",OK,653
8248,"Acme, Inc",OK,550
8249,"Acme, Inc",WAITING,190
8250,"Umbrella, Inc",WAITING,866
8251,"Acme, Inc",CANCELED,912
8252,"Umbrella, Inc",WAITING,577
8253,"Acme, Inc",WAITING,819
8254,"Acme, Inc",OK,670
8255,"Acme, Inc",CANCELED,707
8256,"Umbrella, Inc",CANCELED,457
8257,"Acme, Inc",OK,562
8258,"Umbrella, Inc",WAITING,262
8259,"Umbrella, Inc",CANCELED,965
8260,"Umbrella, Inc",WAITING,253
8261,"Acme, Inc",CANCELED,762
8262,"Umbrella, Inc",WAITING,127
8263,"Umbrella, Inc",OK,289
8264,"Acme, Inc",CANCELED,831
8265,"Umbrella, Inc",OK,545
8266,"Umbrella, Inc",OK,331
8267,"Umbrella, Inc",WAITING,984
8268,"Umbrella, Inc",OK,662
8269,"Acme, Inc",CANCELED,275
8270,"Umbrella, Inc",WAITING,480
8271,"Acme, Inc",OK,807
8272,"Acme, Inc",OK,114
8273,"Acme, Inc",OK,180
8274,"Acme, Inc",OK,488
8275,"Acme, Inc",WAITING,989
8276,"Umbrella, Inc",CANCELED,899
8277,"Acme, Inc",WAITING,970
8278,"Acme, Inc",OK,124
8279,"Acme, Inc",OK,202
8280,"Acme, Inc",WAITING,430
8281,"Acme, Inc",CANCELED,469
8282,"Acme, Inc",CANCELED,354
8283,"Umbrella, Inc",WAITING,174
8284,"Umbrella, Inc",WAITING,291
8285,"Acme, Inc",OK,706
8286,"Acme, Inc",WAITING,975
8287,"Acme, Inc",CANCELED,976
8288,"Acme, Inc",CANCELED,304
8289,"Acme, Inc",CANCELED,802
8290,"Umbrella, Inc",OK,595
8291,"Acme, Inc",OK,120
8292,"Acme, Inc",OK,512
8293,"Umbrella, Inc",OK,115
8294,"Acme, Inc",CANCELED,949
8295,"Acme, Inc",WAITING,129
8296,"Umbrella, Inc",OK,435
8297,"Acme, Inc",WAITING,385
8298,"Umbrella, Inc",CANCELED,984
8299,"Umbrella, Inc",CANCELED,760
8300,"Umbrella, Inc",WAITING,408
8301,"Umbrella, Inc",CANCELED,351
8302,"Acme, Inc",WAITING,637
8303,"Acme, Inc",CANCELED,703
8304,"Umbrella, Inc",OK,739
8305,"Umbrella, Inc",OK,836
8306,"Acme, Inc",OK,770
8307,"Acme, Inc",OK,698
8308,"Acme, Inc",CANCELED,313
8309,"Umbrella, Inc",CANCELED,278
8310,"Acme, Inc",CANCELED,497
8311,"Acme, Inc",OK,361
8312,"Acme, Inc",OK,663
8313,"Umbrella, Inc",WAITING,578
8314,"Acme, Inc",CANCELED,986
8315,"Acme, Inc",WAITING,350
8316,"Acme, Inc",CANCELED,491
8317,"Umbrella, Inc",CANCELED,320
8318,"Acme, Inc",CANCELED,216
8319,"Umbrella, Inc",CANCELED,263
8320,"Acme, Inc",WAITING,754
8321,"Acme, Inc",OK,154
8322,"Acme, Inc",OK,844
8323,"Acme, Inc",WAITING,473
8324,"Umbrella, Inc",WAITING,230
8325,"Umbrella, Inc",OK,715
8326,"Umbrella, Inc",WAITING,428
8327,"Umbrella, Inc",CANCELED,345
8328,"Umbrella, Inc",OK,120
8329,"Umbrella, Inc",OK,194
8330,"Umbrella, Inc",OK,964
8331,"Acme, Inc",WAITING,876
8332,"Umbrella, Inc",OK,396
8333,"Umbrella, Inc",OK,922
8334,"Umbrella, Inc",CANCELED,355
8335,"Acme, Inc",CANCELED,351
8336,"Acme, Inc",CANCELED,612
8337,"Acme, Inc",WAITING,749
8338,"Umbrella, Inc",WAITING,562
8339,"Acme, Inc",OK,473
8340,"Acme, Inc",WAITING,972
8341,"Umbrella, Inc",CANCELED,938
8342,"Acme, Inc",WAITING,333
8343,"Umbrella, Inc",WAITING,200
8344,"Acme, Inc",WAITING,320
8345,"Acme, Inc",CANCELED,385
8346,"Umbrella, Inc",WAITING,672
8347,"Umbrella, Inc",CANCELED,313
8348,"Umbrella, Inc",OK,332
8349,"Acme, Inc",CANCELED,625
8350,"Umbrella, Inc",CANCELED,635
8351,"Umbrella, Inc",WAITING,414
8352,"Umbrella, Inc",CANCELED,332
8353,"Acme, Inc",OK,316
8354,"Umbrella, Inc",OK,896
8355,"Umbrella, Inc",CANCELED,261
8356,"Acme, Inc",WAITING,274
8357,"Umbrella, Inc",OK,150
8358,"Acme, Inc",CANCELED,233
8359,"Acme, Inc",WAITING,831
8360,"Acme, Inc",OK,941
8361,"Acme, Inc",OK,714
8362,"Acme, Inc",CANCELED,117
8363,"Acme, Inc",OK,777
8364,"Umbrella, Inc",WAITING,807
8365,"Acme, Inc",WAITING,827
8366,"Acme, Inc",CANCELED,822
8367,"Acme, Inc",CANCELED,881
8368,"Umbrella, Inc",OK,813
8369,"Acme, Inc",CANCELED,864
8370,"Acme, Inc",CANCELED,574
8371,"Umbrella, Inc",WAITING,350
8372,"Umbrella, Inc",WAITING,876
8373,"Umbrella, Inc",OK,818
8374,"Umbrella, Inc",OK,928
8375,"Umbrella, Inc",WAITING,640
8376,"Acme, Inc",OK,939
8377,"Acme, Inc",CANCELED,919
8378,"Umbrella, Inc",OK,533
8379,"Acme, Inc",OK,796
8380,"Acme, Inc",OK,631
8381,"Umbrella, Inc",OK,226
8382,"Umbrella, Inc",OK,504
8383,"Umbrella, Inc",OK,340
8384,"Acme, Inc",WAITING,473
8385,"Umbrella, Inc",OK,896
8386,"Acme, Inc",OK,196
8387,"Umbrella, Inc",WAITING,367
8388,"Acme, Inc",CANCELED,900
8389,"Umbrella, Inc",WAITING,340
8390,"Umbrella, Inc",WAITING,259
8391,"Acme, Inc",OK,133
8392,"Acme, Inc",WAITING,851
8393,"Umbrella, Inc",WAITING,386
8394,"Umbrella, Inc",CANCELED,722
8395,"Acme, Inc",WAITING,781
8396,"Umbrella, Inc",WAITING,127
8397,"Acme, Inc",WAITING,297
8398,"Acme, Inc",WAITING,330
8399,"Acme, Inc",CANCELED,582
8400,"Acme, Inc",CANCELED,851
8401,"Umbrella, Inc",OK,367
8402,"Acme, Inc",CANCELED,806
8403,"Acme, Inc",CANCELED,552
8404,"Umbrella, Inc",OK,662
8405,"Acme, Inc",OK,708
8406,"Acme, Inc",WAITING,680
8407,"Umbrella, Inc",WAITING,562
8408,"Acme, Inc",OK,542
8409,"Acme, Inc",CANCELED,625
8410,"Umbrella, Inc",OK,609
8411,"Umbrella, Inc",OK,250
8412,"Umbrella, Inc",WAITING,688
8413,"Umbrella, Inc",OK,450
8414,"Umbrella, Inc",OK,338
8415,"Acme, Inc",CANCELED,453
8416,"Acme, Inc",WAITING,878
8417,"Acme, Inc",CANCELED,871
8418,"Umbrella, Inc",WAITING,139
8419,"Acme, Inc",OK,176
8420,"Acme, Inc",CANCELED,690
8421,"Umbrella, Inc",CANCELED,728
8422,"Umbrella, Inc",OK,417
8423,"Umbrella, Inc",WAITING,728
8424,"Umbrella, Inc",OK,212
8425,"Acme, Inc",CANCELED,948
8426,"Umbrella, Inc",OK,575
8427,"Umbrella, Inc",OK,507
8428,"Umbrella, Inc",CANCELED,480
8429,"Umbrella, Inc",WAITING,900
8430,"Acme, Inc",OK,561
8431,"Umbrella, Inc",CANCELED,136
8432,"Umbrella, Inc",WAITING,715
8433,"Umbrella, Inc",CANCELED,947
8434,"Umbrella, Inc",CANCELED,926
8435,"Acme, Inc",OK,217
8436,"Acme, Inc",OK,194
8437,"Acme, Inc",OK,217
8438,"Acme, Inc",CANCELED,571
8439,"Acme, Inc",OK,166
8440,"Umbrella, Inc",CANCELED,853
8441,"Umbrella, Inc",WAITING,786
8442,"Acme, Inc",OK,882
8443,"Acme, Inc",WAITING,238
8444,"Umbrella, Inc",WAITING,905
8445,"Acme, Inc",CANCELED,333
8446,"Umbrella, Inc",WAITING,285
8447,"Acme, Inc",CANCELED,770
8448,"Acme, Inc",CANCELED,646
8449,"Acme, Inc",OK,561
8450,"Umbrella, Inc",WAITING,744
8451,"Umbrella, Inc",WAITING,538
8452,"Umbrella, Inc",OK,957
8453,"Umbrella, Inc",WAITING,766
8454,"Acme, Inc",CANCELED,228
8455,"Acme, Inc",CANCELED,328
8456,"Acme, Inc",WAITING,659
8457,"Acme, Inc",WAITING,255
8458,"Acme, Inc",OK,138
8459,"Acme, Inc",CANCELED,525
8460,"Acme, Inc",WAITING,435
8461,"Acme, Inc",CANCELED,733
8462,"Acme, Inc",CANCELED,775
8463,"Umbrella, Inc",OK,735
8464,"Acme, Inc",WAITING,171
8465,"Acme, Inc",OK,340
8466,"Umbrella, Inc",WAITING,119
8467,"Acme, Inc",OK,564
8468,"Acme, Inc",WAITING,902
8469,"Umbrella, Inc",OK,586
8470,"Acme, Inc",WAITING,542
8471,"Umbrella, Inc",OK,703
8472,"Acme, Inc",CANCELED,914
8473,"Acme, Inc",WAITING,324
8474,"Acme, Inc",OK,429
8475,"Acme, Inc",WAITING,465
8476,"Umbrella, Inc",CANCELED,737
8477,"Umbrella, Inc",WAITING,986
8478,"Acme, Inc",WAITING,112
8479,"Acme, Inc",CANCELED,406
8480,"Acme, Inc",WAITING,135
8481,"Acme, Inc",OK,236
8482,"Acme, Inc",OK,448
8483,"Acme, Inc",WAITING,616
8484,"Acme, Inc",WAITING,426
8485,"Umbrella, Inc",WAITING,919
8486,"Acme, Inc",WAITING,370
8487,"Umbrella, Inc",OK,190
8488,"Acme, Inc",CANCELED,467
8489,"Acme, Inc",OK,565
8490,"Acme, Inc",WAITING,674
8491,"Acme, Inc",WAITING,964
8492,"Acme, Inc",CANCELED,366
8493,"Acme, Inc",WAITING,353
8494,"Acme, Inc",CANCELED,769
8495,"Umbrella, Inc",CANCELED,216
8496,"Acme, Inc",WAITING,740
8497,"Umbrella, Inc",WAITING,615
8498,"Umbrella, Inc",WAITING,456
8499,"Umbrella, Inc",OK,888
8500,"Umbrella, Inc",WAITING,309
8501,"Acme, Inc",WAITING,436
8502,"Acme, Inc",WAITING,511
8503,"Acme, Inc",WAITING,818
8504,"Acme, Inc",CANCELED,897
8505,"Umbrella, Inc",OK,214
8506,"Umbrella, Inc",OK,256
8507,"Acme, Inc",CANCELED,622
8508,"Acme, Inc",CANCELED,747
8509,"Acme, Inc",OK,890
8510,"Umbrella, Inc",CANCELED,390
8511,"Umbrella, Inc",WAITING,124
8512,"Acme, Inc",WAITING,983
8513,"Acme, Inc",OK,494
8514,"Acme, Inc",CANCELED,397
8515,"Acme, Inc",OK,346
8516,"Acme, Inc",CANCELED,754
8517,"Umbrella, Inc",OK,148
8518,"Acme, Inc",CANCELED,479
8519,"Acme, Inc",WAITING,411
8520,"Acme, Inc",WAITING,313
8521,"Acme, Inc",WAITING,752
8522,"Umbrella, Inc",OK,747
8523,"Umbrella, Inc",WAITING,821
8524,"Acme, Inc",OK,631
8525,"Acme, Inc",CANCELED,385
8526,"Umbrella, Inc",CANCELED,709
8527,"Umbrella, Inc",OK,198
8528,"Umbrella, Inc",WAITING,832
8529,"Acme, Inc",CANCELED,943
8530,"Umbrella, Inc",CANCELED,493
8531,"Umbrella, Inc",OK,698
8532,"Umbrella, Inc",WAITING,921
8533,"Umbrella, Inc",WAITING,621
8534,"Acme, Inc",CANCELED,681
8535,"Acme, Inc",OK,774
8536,"Acme, Inc",CANCELED,606
8537,"Umbrella, Inc",CANCELED,584
8538,"Umbrella, Inc",CANCELED,810
8539,"Umbrella, Inc",WAITING,409
8540,"Umbrella, Inc",WAITING,283
8541,"Umbrella, Inc",WAITING,321
8542,"Umbrella, Inc",WAITING,608
8543,"Umbrella, Inc",WAITING,795
8544,"Umbrella, Inc",WAITING,912
8545,"Acme, Inc",CANCELED,498
8546,"Acme, Inc",WAITING,429
8547,"Acme, Inc",OK,324
8548,"Acme, Inc",CANCELED,822
8549,"Umbrella, Inc",CANCELED,684
8550,"Acme, Inc",OK,394
8551,"Acme, Inc",WAITING,356
8552,"Acme, Inc",CANCELED,359
8553,"Umbrella, Inc",OK,895
8554,"Acme, Inc",OK,396
8555,"Umbrella, Inc",WAITING,280
8556,"Acme, Inc",CANCELED,427
8557,"Umbrella, Inc",CANCELED,217
8558,"Acme, Inc",CANCELED,334
8559,"Umbrella, Inc",CANCELED,641
8560,"Acme, Inc",WAITING,734
8561,"Umbrella, Inc",CANCELED,343
8562,"Umbrella, Inc",CANCELED,955
8563,"Acme, Inc",CANCELED,193
8564,"Umbrella, Inc",WAITING,431
8565,"Acme, Inc",CANCELED,218
8566,"Umbrella, Inc",CANCELED,144
8567,"Umbrella, Inc",OK,139
8568,"Acme, Inc",CANCELED,664
8569,"Umbrella, Inc",CANCELED,223
8570,"Umbrella, Inc",CANCELED,334
8571,"Umbrella, Inc",OK,850
8572,"Umbrella, Inc",CANCELED,471
8573,"Acme, Inc",WAITING,339
8574,"Umbrella, Inc",CANCELED,158
8575,"Acme, Inc",OK,892
8576,"Umbrella, Inc",OK,894
8577,"Acme, Inc",OK,553
8578,"Acme, Inc",CANCELED,400
8579,"Acme, Inc",WAITING,674
8580,"Umbrella, Inc",CANCELED,975
8581,"Acme, Inc",OK,731
8582,"Acme, Inc",CANCELED,150
8583,"Acme, Inc",OK,989
8584,"Acme, Inc",CANCELED,257
8585,"Acme, Inc",OK,894
8586,"Acme, Inc",CANCELED,946
8587,"Umbrella, Inc",CANCELED,497
8588,"Umbrella, Inc",WAITING,293
8589,"Umbrella, Inc",OK,829
8590,"Acme, Inc",CANCELED,582
8591,"Acme, Inc",WAITING,754
8592,"Umbrella, Inc",CANCELED,170
8593,"Acme, Inc",OK,505
8594,"Umbrella, Inc",OK,709
8595,"Umbrella, Inc",CANCELED,196
8596,"Umbrella, Inc",WAITING,101
8597,"Umbrella, Inc",CANCELED,636
8598,"Acme, Inc",WAITING,906
8599,"Umbrella, Inc",OK,156
8600,"Acme, Inc",CANCELED,391
8601,"Acme, Inc",CANCELED,630
8602,"Acme, Inc",OK,236
8603,"Umbrella, Inc",CANCELED,567
8604,"Umbrella, Inc",OK,665
8605,"Acme, Inc",CANCELED,913
8606,"Acme, Inc",CANCELED,601
8607,"Umbrella, Inc",WAITING,404
8608,"Umbrella, Inc",WAITING,657
8609,"Umbrella, Inc",OK,844
8610,"Umbrella, Inc",OK,818
8611,"Umbrella, Inc",WAITING,176
8612,"Acme, Inc",CANCELED,507
8613,"Acme, Inc",CANCELED,683
8614,"Umbrella, Inc",CANCELED,330
8615,"Acme, Inc",CANCELED,995
8616,"Umbrella, Inc",OK,711
8617,"Umbrella, Inc",OK,783
8618,"Umbrella, Inc",OK,372
8619,"Umbrella, Inc",WAITING,709
8620,"Umbrella, Inc",OK,281
8621,"Acme, Inc",WAITING,620
8622,"Umbrella, Inc",CANCELED,582
8623,"Umbrella, Inc",CANCELED,111
8624,"Acme, Inc",CANCELED,384
8625,"Umbrella, Inc",OK,507
8626,"Acme, Inc",OK,563
8627,"Acme, Inc",OK,480
8628,"Acme, Inc",OK,544
8629,"Umbrella, Inc",CANCELED,851
8630,"Umbrella, Inc",OK,949
8631,"Acme, Inc",OK,177
8632,"Umbrella, Inc",CANCELED,624
8633,"Umbrella, Inc",WAITING,583
8634,"Acme, Inc",WAITING,996
8635,"Umbrella, Inc",WAITING,999
8636,"Acme, Inc",CANCELED,841
8637,"Umbrella, Inc",OK,312
8638,"Acme, Inc",OK,981
8639,"Acme, Inc",OK,847
8640,"Acme, Inc",OK,380
8641,"Acme, Inc",CANCELED,442
8642,"Acme, Inc",OK,145
8643,"Umbrella, Inc",OK,806
8644,"Acme, Inc",WAITING,185
8645,"Umbrella, Inc",CANCELED,121
8646,"Acme, Inc",CANCELED,297
8647,"Umbrella, Inc",WAITING,483
8648,"Acme, Inc",CANCELED,243
8649,"Acme, Inc",CANCELED,657
8650,"Acme, Inc",OK,303
8651,"Acme, Inc",CANCELED,556
8652,"Umbrella, Inc",OK,423
8653,"Acme, Inc",OK,897
8654,"Umbrella, Inc",CANCELED,420
8655,"Umbrella, Inc",CANCELED,703
8656,"Umbrella, Inc",CANCELED,215
8657,"Acme, Inc",CANCELED,904
8658,"Umbrella, Inc",WAITING,138
8659,"Umbrella, Inc",CANCELED,884
8660,"Umbrella, Inc",WAITING,694
8661,"Acme, Inc",OK,188
8662,"Umbrella, Inc",WAITING,621
8663,"Acme, Inc",CANCELED,429
8664,"Acme, Inc",CANCELED,494
8665,"Umbrella, Inc",OK,238
8666,"Acme, Inc",OK,558
8667,"Acme, Inc",WAITING,514
8668,"Acme, Inc",WAITING,969
8669,"Umbrella, Inc",OK,293
8670,"Umbrella, Inc",WAITING,388
8671,"Acme, Inc",OK,572
8672,"Acme, Inc",CANCELED,733
8673,"Umbrella, Inc",OK,142
8674,"Umbrella, Inc",WAITING,341
8675,"Acme, Inc",OK,444
8676,"Acme, Inc",OK,355
8677,"Umbrella, Inc",CANCELED,608
8678,"Umbrella, Inc",CANCELED,353
8679,"Umbrella, Inc",CANCELED,110
8680,"Umbrella, Inc",CANCELED,494
8681,"Acme, Inc",WAITING,345
8682,"Acme, Inc",WAITING,747
8683,"Umbrella, Inc",OK,247
8684,"Umbrella, Inc",OK,820
8685,"Acme, Inc",CANCELED,120
8686,"Umbrella, Inc",CANCELED,221
8687,"Acme, Inc",OK,604
8688,"Umbrella, Inc",WAITING,191
8689,"Umbrella, Inc",WAITING,940
8690,"Umbrella, Inc",OK,943
8691,"Umbrella, Inc",WAITING,601
8692,"Umbrella, Inc",CANCELED,742
8693,"Acme, Inc",CANCELED,468
8694,"Umbrella, Inc",OK,996
8695,"Acme, Inc",WAITING,329
8696,"Acme, Inc",WAITING,672
8697,"Umbrella, Inc",OK,339
8698,"Acme, Inc",CANCELED,991
8699,"Acme, Inc",WAITING,113
8700,"Umbrella, Inc",CANCELED,214
8701,"Umbrella, Inc",WAITING,501
8702,"Acme, Inc",WAITING,992
8703,"Acme, Inc",WAITING,272
8704,"Umbrella, Inc",OK,146
8705,"Umbrella, Inc",WAITING,554
8706,"Acme, Inc",OK,325
8707,"Acme, Inc",WAITING,732
8708,"Acme, Inc",OK,799
8709,"Umbrella, Inc",OK,918
8710,"Umbrella, Inc",CANCELED,256
8711,"Umbrella, Inc",WAITING,123
8712,"Acme, Inc",OK,449
8713,"Acme, Inc",CANCELED,785
8714,"Umbrella, Inc",WAITING,571
8715,"Umbrella, Inc",CANCELED,112
8716,"Acme, Inc",CANCELED,820
8717,"Umbrella, Inc",CANCELED,535
8718,"Acme, Inc",OK,838
8719,"Umbrella, Inc",CANCELED,583
8720,"Acme, Inc",CANCELED,611
8721,"Acme, Inc",OK,547
8722,"Acme, Inc",WAITING,110
8723,"Acme, Inc",WAITING,604
8724,"Acme, Inc",WAITING,981
8725,"Acme, Inc",WAITING,563
8726,"Umbrella, Inc",OK,219
8727,"Acme, Inc",WAITING,161
8728,"Umbrella, Inc",CANCELED,319
8729,"Umbrella, Inc",OK,237
8730,"Umbrella, Inc",WAITING,281
8731,"Acme, Inc",OK,451
8732,"Acme, Inc",WAITING,727
8733,"Umbrella, Inc",CANCELED,375
8734,"Acme, Inc",CANCELED,832
8735,"Acme, Inc",WAITING,656
8736,"Acme, Inc",CANCELED,875
8737,"Acme, Inc",OK,201
8738,"Umbrella, Inc",CANCELED,665
8739,"Acme, Inc",OK,106
8740,"Acme, Inc",OK,817
8741,"Umbrella, Inc",CANCELED,639
8742,"Acme, Inc",WAITING,421
8743,"Acme, Inc",OK,795
8744,"Acme, Inc",CANCELED,984
8745,"Acme, Inc",CANCELED,577
8746,"Umbrella, Inc",OK,475
8747,"Acme, Inc",WAITING,979
8748,"Umbrella, Inc",OK,147
8749,"Umbrella, Inc",WAITING,836
8750,"Umbrella, Inc",OK,444
8751,"Umbrella, Inc",CANCELED,325
8752,"Acme, Inc",CANCELED,940
8753,"Umbrella, Inc",OK,189
8754,"Umbrella, Inc",WAITING,163
8755,"Acme, Inc",WAITING,990
8756,"Acme, Inc",WAITING,193
8757,"Umbrella, Inc",OK,342
8758,"Acme, Inc",CANCELED,557
8759,"Umbrella, Inc",WAITING,122
8760,"Acme, Inc",CANCELED,843
8761,"Umbrella, Inc",OK,811
8762,"Umbrella, Inc",OK,484
8763,"Umbrella, Inc",WAITING,957
8764,"Umbrella, Inc",CANCELED,196
8765,"Umbrella, Inc",WAITING,591
8766,"Umbrella, Inc",CANCELED,202
8767,"Acme, Inc",WAITING,295
8768,"Umbrella, Inc",CANCELED,791
8769,"Acme, Inc",OK,874
8770,"Umbrella, Inc",OK,111
8771,"Acme, Inc",WAITING,634
8772,"Acme, Inc",CANCELED,389
8773,"Umbrella, Inc",OK,235
8774,"Acme, Inc",CANCELED,785
8775,"Acme, Inc",WAITING,578
8776,"Umbrella, Inc",OK,609
8777,"Umbrella, Inc",OK,652
8778,"Acme, Inc",CANCELED,469
8779,"Umbrella, Inc",OK,745
8780,"Acme, Inc",WAITING,937
8781,"Acme, Inc",WAITING,850
8782,"Umbrella, Inc",CANCELED,826
8783,"Acme, Inc",OK,693
8784,"Acme, Inc",WAITING,717
8785,"Acme, Inc",WAITING,341
8786,"Acme, Inc",CANCELED,412
8787,"Umbrella, Inc",WAITING,489
8788,"Umbrella, Inc",OK,286
8789,"Acme, Inc",WAITING,532
8790,"Umbrella, Inc",CANCELED,596
8791,"Umbrella, Inc",CANCELED,207
8792,"Umbrella, Inc",WAITING,533
8793,"Acme, Inc",OK,810
8794,"Umbrella, Inc",WAITING,272
8795,"Acme, Inc",OK,869
8796,"Acme, Inc",WAITING,157
8797,"Umbrella, Inc",CANCELED,129
8798,"Umbrella, Inc",WAITING,226
8799,"Umbrella, Inc",OK,516
8800,"Umbrella, Inc",CANCELED,157
8801,"Acme, Inc",CANCELED,136
8802,"Acme, Inc",CANCELED,423
8803,"Acme, Inc",CANCELED,125
8804,"Acme, Inc",OK,588
8805,"Acme, Inc",CANCELED,241
8806,"Umbrella, Inc",OK,499
8807,"Umbrella, Inc",WAITING,801
8808,"Umbrella, Inc",WAITING,144
8809,"Acme, Inc",CANCELED,402
8810,"Acme, Inc",WAITING,514
8811,"Umbrella, Inc",CANCELED,379
8812,"Umbrella, Inc",CANCELED,729
8813,"Acme, Inc",CANCELED,352
8814,"Umbrella, Inc",OK,174
8815,"Umbrella, Inc",CANCELED,562
8816,"Acme, Inc",WAITING,525
8817,"Umbrella, Inc",WAITING,180
8818,"Acme, Inc",WAITING,887
8819,"Umbrella, Inc",OK,119
8820,"Acme, Inc",OK,611
8821,"Umbrella, Inc",WAITING,669
8822,"Acme, Inc",WAITING,374
8823,"Acme, Inc",WAITING,457
8824,"Acme, Inc",WAITING,825
8825,"Umbrella, Inc",CANCELED,366
8826,"Umbrella, Inc",OK,121
8827,"Umbrella, Inc",OK,572
8828,"Acme, Inc",OK,923
8829,"Umbrella, Inc",WAITING,838
8830,"Umbrella, Inc",CANCELED,827
8831,"Umbrella, Inc",OK,403
8832,"Umbrella, Inc",CANCELED,808
8833,"Acme, Inc",WAITING,762
8834,"Acme, Inc",CANCELED,964
8835,"Acme, Inc",WAITING,700
8836,"Umbrella, Inc",OK,491
8837,"Acme, Inc",CANCELED,725
8838,"Umbrella, Inc",WAITING,357
8839,"Umbrella, Inc",OK,842
8840,"Acme, Inc",CANCELED,668
8841,"Umbrella, Inc",WAITING,491
8842,"Umbrella, Inc",CANCELED,463
8843,"Acme, Inc",WAITING,421
8844,"Umbrella, Inc",OK,509
8845,"Umbrella, Inc",WAITING,869
8846,"Acme, Inc",CANCELED,540
8847,"Umbrella, Inc",WAITING,449
8848,"Acme, Inc",WAITING,108
8849,"Acme, Inc",OK,303
8850,"Umbrella, Inc",OK,744
8851,"Umbrella, Inc",WAITING,906
8852,"Umbrella, Inc",CANCELED,316
8853,"Acme, Inc",WAITING,270
8854,"Acme, Inc",OK,612
8855,"Umbrella, Inc",WAITING,490
8856,"Umbrella, Inc",CANCELED,457
8857,"Acme, Inc",WAITING,344
8858,"Acme, Inc",CANCELED,401
8859,"Umbrella, Inc",WAITING,656
8860,"Umbrella, Inc",WAITING,829
8861,"Acme, Inc",OK,663
8862,"Umbrella, Inc",OK,170
8863,"Umbrella, Inc",CANCELED,452
8864,"Umbrella, Inc",OK,107
8865,"Umbrella, Inc",WAITING,820
8866,"Umbrella, Inc",OK,248
8867,"Umbrella, Inc",OK,578
8868,"Umbrella, Inc",WAITING,455
8869,"Umbrella, Inc",OK,518
8870,"Acme, Inc",OK,950
8871,"Acme, Inc",CANCELED,438
8872,"Umbrella, Inc",WAITING,526
8873,"Acme, Inc",OK,607
8874,"Umbrella, Inc",WAITING,370
8875,"Acme, Inc",CANCELED,868
8876,"Acme, Inc",WAITING,567
8877,"Umbrella, Inc",OK,878
